iter	Passed	Remaining
126	8719	73673
127	8790	73616
128	8859	73553
129	8929	73492
130	9000	73450
131	9070	73390
132	9138	73313
133	9206	73240
134	9275	73175
135	9338	73059
136	9409	73006
137	9478	72941
138	9542	72837
139	9609	72758
140	9676	72678
141	9738	72561
142	9804	72473
143	9874	72413
144	9946	72367
145	10015	72303
146	10080	72211
147	10142	72095
148	10211	72029
149	10277	71944
150	10343	71855
151	10413	71798
152	10484	71748
153	10553	71682
154	10622	71617
155	10687	71526
156	10761	71490
157	10830	71423
158	10896	71338
159	10961	71249
160	11033	71206
161	11104	71150
162	11174	71093
163	11237	70986
164	11308	70932
165	11377	70871
166	11450	70827
167	11521	70773
168	11587	70688
169	11651	70592
170	11711	70472
171	11776	70387
172	11846	70323
173	11909	70224
174	11975	70144
175	12045	70082
176	12117	70033
177	12187	69972
178	12256	69911
179	12324	69840
180	12390	69755
181	12465	69724
182	12524	69601
183	12590	69521
184	12656	69438
185	12725	69377
186	12793	69303
187	12861	69233
188	12932	69180
189	12996	69089
190	13065	69018
191	13134	68954
192	13211	68934
193	13282	68878
194	13347	68792
195	13418	68733
196	13491	68692
197	13559	68621
198	13620	68515
199	13693	68465
200	13762	68402
201	13832	68341
202	13905	68296
203	13978	68250
204	14049	68189
205	14117	68122
206	14189	68066
207	14258	68004
208	14325	67924
209	14392	67850
210	14465	67802
211	14535	67740
212	14606	67683
213	14669	67591
214	14739	67528
215	14809	67465
216	14881	67410
217	14948	67338
218	15014	67257
219	15084	67193
220	15155	67137
221	15221	67058
222	15288	66983
223	15357	66913
224	15426	66847
225	15490	66760
226	15556	66682
227	15620	66594
228	15686	66514
229	15751	66431
230	15818	66353
231	15888	66292
232	15955	66217
233	16018	66125
234	16083	66043
235	16151	65973
236	16216	65891
237	16280	65805
238	16346	65726
239	16410	65643
240	16478	65571
241	16545	65498
242	16606	65400
243	16669	65310
244	16734	65228
245	16799	65149
246	16862	65060
247	16927	64980
248	16995	64911
249	17060	64828
250	17129	64764
251	17198	64699
252	17263	64618
253	17328	64537
254	17390	64446
255	17456	64371
256	17526	64309
257	17593	64235
258	17661	64167
259	17730	64103
260	17802	64048
261	17873	63988
262	17942	63926
263	18015	63873
264	18087	63817
265	18156	63752
266	18228	63696
267	18297	63630
268	18371	63583
269	18441	63520
270	18511	63457
271	18573	63369
272	18641	63300
273	18712	63240
274	18781	63175
275	18850	63108
276	18921	63047
277	18994	62995
278	19063	62929
279	19130	62858
280	19203	62805
281	19267	62721
282	19337	62657
283	19408	62598
284	19489	62571
285	19555	62494
286	19614	62398
287	19680	62320
288	19751	62260
289	19818	62188
290	19887	62121
291	19957	62058
292	20029	62003
293	20099	61939
294	20172	61883
295	20241	61817
296	20312	61757
297	20380	61689
298	20451	61627
299	20523	61570
300	20595	61513
301	20657	61426
302	20722	61346
303	20788	61271
304	20852	61189
305	20920	61120
306	20987	61048
307	21056	60981
308	21117	60891
309	21183	60817
310	21248	60739
311	21311	60654
312	21381	60591
313	21445	60513
314	21509	60430
315	21575	60356
316	21639	60275
317	21704	60199
318	21773	60132
319	21836	60049
320	21903	59979
321	21973	59916
322	22044	59854
323	22113	59788
324	22180	59717
325	22247	59644
326	22313	59572
327	22378	59493
328	22446	59426
329	22511	59349
330	22578	59278
331	22648	59214
332	22712	59134
333	22779	59063
334	22847	58994
335	22915	58925
336	22980	58849
337	23043	58768
338	23111	58697
339	23177	58626
340	23250	58569
341	23316	58496
342	23377	58409
343	23439	58326
344	23501	58243
345	23565	58165
346	23631	58091
347	23692	58006
348	23761	57940
349	23826	57864
350	23893	57793
351	23956	57714
352	24024	57645
353	24086	57562
354	24152	57490
355	24217	57414
356	24282	57338
357	24342	57251
358	24408	57179
359	24475	57109
360	24542	57039
361	24608	56966
362	24672	56889
363	24737	56815
364	24798	56731
365	24862	56654
366	24927	56578
367	24988	56496
368	25048	56410
369	25106	56319
370	25167	56236
371	25230	56157
372	25284	56059
373	25343	55972
374	25401	55883
375	25459	55795
376	25521	55713
377	25582	55630
378	25640	55543
379	25700	55459
380	25767	55390
381	25829	55311
382	25892	55231
383	25954	55152
384	26022	55085
385	26082	55003
386	26146	54927
387	26210	54853
388	26276	54781
389	26338	54703
390	26402	54628
391	26468	54557
392	26525	54468
393	26586	54387
394	26648	54308
395	26707	54224
396	26775	54158
397	26842	54090
398	26907	54016
399	26966	53933
400	27030	53858
401	27094	53783
402	27156	53707
403	27217	53626
404	27280	53550
405	27341	53469
406	27401	53388
407	27463	53311
408	27524	53232
409	27588	53159
410	27647	53076
411	27710	52999
412	27773	52923
413	27835	52847
414	27893	52762
415	27956	52686
416	28018	52610
417	28077	52528
418	28135	52444
419	28194	52360
420	28259	52289
421	28322	52216
422	28383	52137
423	28441	52053
424	28503	51977
425	28560	51892
426	28619	51810
427	28677	51727
428	28738	51649
429	28800	51573
430	28860	51493
431	28920	51414
432	28983	51340
433	29043	51261
434	29106	51188
435	29165	51107
436	29228	51032
437	29285	50949
438	29345	50870
439	29405	50791
440	29468	50718
441	29529	50640
442	29593	50570
443	29654	50493
444	29713	50413
445	29775	50338
446	29838	50264
447	29895	50182
448	29955	50103
449	30017	50029
450	30076	49948
451	30134	49868
452	30199	49799
453	30263	49728
454	30325	49653
455	30385	49575
456	30449	49505
457	30511	49431
458	30572	49355
459	30633	49280
460	30698	49210
461	30761	49138
462	30822	49062
463	30882	48985
464	30948	48917
465	31010	48844
466	31071	48770
467	31133	48696
468	31199	48628
469	31260	48553
470	31322	48480
471	31385	48408
472	31448	48336
473	31511	48263
474	31573	48191
475	31638	48122
476	31696	48043
477	31760	47972
478	31819	47894
479	31883	47825
480	31947	47754
481	32008	47681
482	32073	47611
483	32134	47538
484	32201	47472
485	32262	47397
486	32324	47325
487	32388	47255
488	32454	47188
489	32519	47120
490	32580	47046
491	32641	46971
492	32707	46905
493	32765	46826
494	32825	46751
495	32892	46686
496	32958	46618
497	33023	46551
498	33085	46478
499	33144	46401
500	33210	46335
501	33271	46262
502	33335	46193
503	33398	46121
504	33459	46047
505	33539	46001
506	33600	45927
507	33663	45857
508	33728	45788
509	33792	45718
510	33849	45640
511	33912	45569
512	33975	45499
513	34037	45427
514	34096	45351
515	34161	45283
516	34225	45215
517	34287	45143
518	34347	45068
519	34410	44998
520	34472	44926
521	34537	44859
522	34595	44782
523	34657	44710
524	34719	44639
525	34781	44568
526	34844	44497
527	34904	44424
528	34964	44350
529	35028	44280
530	35091	44211
531	35153	44140
532	35219	44073
533	35280	44001
534	35342	43930
535	35405	43860
536	35469	43791
537	35531	43721
538	35594	43651
539	35654	43577
540	35719	43510
541	35780	43438
542	35841	43365
543	35901	43293
544	35965	43224
545	36028	43154
546	36089	43083
547	36149	43009
548	36212	42940
549	36270	42865
550	36332	42794
551	36397	42727
552	36460	42658
553	36523	42589
554	36583	42516
555	36646	42447
556	36709	42377
557	36768	42303
558	36832	42235
559	36893	42164
560	36956	42094
561	37020	42027
562	37075	41948
563	37133	41874
564	37199	41808
565	37263	41740
566	37325	41670
567	37391	41604
568	37453	41534
569	37518	41467
570	37582	41399
571	37641	41326
572	37703	41257
573	37767	41188
574	37824	41113
575	37890	41048
576	37955	40980
577	38016	40909
578	38079	40841
579	38143	40773
580	38208	40707
581	38270	40637
582	38336	40572
583	38397	40501
584	38459	40432
585	38525	40366
586	38592	40301
587	38651	40228
588	38718	40164
589	38779	40094
590	38846	40029
591	38911	39963
592	38976	39897
593	39032	39820
594	39094	39751
595	39162	39688
596	39226	39620
597	39291	39554
598	39349	39481
599	39408	39408
600	39472	39340
601	39532	39269
602	39599	39205
603	39661	39135
604	39724	39068
605	39786	38998
606	39848	38929
607	39911	38861
608	39975	38793
609	40036	38724
610	40097	38653
611	40159	38584
612	40226	38520
613	40290	38453
614	40351	38383
615	40415	38315
616	40487	38256
617	40547	38185
618	40613	38120
619	40680	38056
620	40745	37989
621	40812	37925
622	40880	37861
623	40951	37801
624	41016	37734
625	41083	37670
626	41148	37604
627	41211	37536
628	41279	37473
629	41345	37407
630	41412	37343
631	41478	37278
632	41542	37211
633	41604	37142
634	41671	37077
635	41738	37013
636	41806	36949
637	41872	36884
638	41940	36820
639	42008	36757
640	42076	36693
641	42142	36628
642	42208	36562
643	42277	36500
644	42344	36435
645	42411	36371
646	42481	36309
647	42546	36243
648	42616	36181
649	42681	36114
650	42748	36050
651	42812	35983
652	42877	35917
653	42942	35851
654	43009	35786
655	43073	35719
656	43139	35653
657	43200	35584
658	43267	35519
659	43334	35455
660	43399	35389
661	43467	35325
662	43533	35259
663	43593	35189
664	43655	35121
665	43721	35055
666	43786	34989
667	43854	34925
668	43920	34860
669	43983	34792
670	44038	34718
671	44104	34653
672	44177	34593
673	44243	34528
674	44309	34462
675	44370	34393
676	44435	34327
677	44498	34259
678	44562	34193
679	44626	34126
680	44695	34062
681	44758	33995
682	44820	33927
683	44884	33860
684	44956	33799
685	45020	33732
686	45086	33667
687	45146	33597
688	45212	33531
689	45275	33464
690	45343	33400
691	45407	33334
692	45473	33268
693	45540	33204
694	45598	33132
695	45661	33065
696	45729	33001
697	45795	32935
698	45861	32870
699	45927	32805
700	45993	32740
701	46058	32674
702	46124	32608
703	46187	32541
704	46255	32477
705	46320	32411
706	46383	32343
707	46450	32279
708	46514	32212
709	46579	32146
710	46647	32082
711	46713	32017
712	46780	31952
713	46848	31888
714	46909	31820
715	46977	31755
716	47042	31689
717	47108	31624
718	47175	31559
719	47238	31492
720	47303	31426
721	47370	31361
722	47439	31298
723	47503	31231
724	47586	31177
725	47654	31113
726	47720	31047
727	47787	30982
728	47855	30918
729	47919	30852
730	47983	30785
731	48049	30719
732	48117	30655
733	48184	30591
734	48250	30525
735	48315	30459
736	48379	30393
737	48449	30330
738	48514	30264
739	48586	30202
740	48652	30136
741	48718	30071
742	48775	30000
743	48841	29935
744	48909	29870
745	48975	29805
746	49043	29741
747	49109	29676
748	49176	29611
749	49242	29545
750	49306	29479
751	49369	29411
752	49436	29346
753	49501	29280
754	49567	29215
755	49633	29149
756	49700	29085
757	49764	29018
758	49827	28950
759	49893	28885
760	49963	28822
761	50026	28755
762	50093	28690
763	50157	28623
764	50220	28556
765	50286	28491
766	50352	28425
767	50420	28361
768	50486	28295
769	50551	28229
770	50616	28164
771	50682	28098
772	50751	28034
773	50814	27967
774	50877	27900
775	50934	27830
776	51002	27765
777	51067	27699
778	51135	27635
779	51203	27571
780	51271	27506
781	51339	27442
782	51402	27375
783	51466	27308
784	51529	27241
785	51597	27177
786	51661	27110
787	51728	27045
788	51795	26980
789	51861	26915
790	51924	26848
791	51992	26784
792	52061	26720
793	52128	26654
794	52191	26588
795	52260	26524
796	52329	26460
797	52395	26394
798	52459	26328
799	52525	26262
800	52594	26198
801	52660	26133
802	52727	26068
803	52794	26003
804	52858	25936
805	52924	25871
806	52992	25806
807	53058	25741
808	53131	25679
809	53195	25612
810	53263	25548
811	53328	25482
812	53398	25418
813	53463	25352
814	53530	25287
815	53597	25222
816	53668	25159
817	53736	25094
818	53803	25029
819	53870	24964
820	53941	24900
821	54008	24836
822	54071	24769
823	54137	24703
824	54203	24637
825	54268	24571
826	54334	24506
827	54394	24438
828	54463	24373
829	54528	24307
830	54604	24246
831	54677	24184
832	54751	24122
833	54819	24057
834	54889	23993
835	54959	23929
836	55031	23866
837	55097	23801
838	55162	23735
839	55223	23667
840	55292	23602
841	55358	23537
842	55424	23471
843	55494	23407
844	55565	23344
845	55627	23276
846	55687	23208
847	55751	23142
848	55816	23076
849	55882	23010
850	55947	22944
851	56018	22880
852	56085	22815
853	56159	22753
854	56235	22691
855	56301	22625
856	56370	22561
857	56440	22497
858	56511	22433
859	56604	22378
860	56674	22314
861	56750	22252
862	56820	22188
863	56897	22126
864	56966	22062
865	57035	21997
866	57105	21933
867	57176	21869
868	57242	21803
869	57309	21738
870	57376	21672
871	57446	21608
872	57514	21543
873	57580	21477
874	57649	21412
875	57711	21345
876	57780	21280
877	57847	21215
878	57909	21147
879	58005	21092
880	58071	21027
881	58138	20961
882	58200	20894
883	58271	20829
884	58338	20764
885	58403	20698
886	58469	20632
887	58522	20562
888	58590	20496
889	58652	20429
890	58719	20363
891	58793	20301
892	58871	20239
893	58939	20173
894	59002	20106
895	59069	20041
896	59134	19975
897	59197	19908
898	59265	19842
899	59332	19777
900	59396	19710
901	59460	19644
902	59526	19578
903	59601	19515
904	59671	19451
905	59731	19383
906	59794	19316
907	59859	19249
908	59928	19184
909	59991	19118
910	60057	19052
911	60124	18986
912	60212	18927
913	60283	18863
914	60346	18796
915	60414	18731
916	60483	18666
917	60544	18598
918	60613	18533
919	60680	18467
920	60751	18403
921	60817	18337
922	60882	18271
923	60947	18205
924	61016	18140
925	61085	18075
926	61149	18008
927	61217	17943
928	61285	17877
929	61353	17812
930	61413	17744
931	61480	17678
932	61547	17613
933	61613	17547
934	61679	17481
935	61743	17414
936	61811	17349
937	61871	17281
938	61935	17215
939	62005	17150
940	62069	17083
941	62136	17018
942	62201	16952
943	62267	16885
944	62339	16821
945	62401	16754
946	62467	16688
947	62535	16623
948	62602	16557
949	62671	16492
950	62735	16425
951	62806	16361
952	62875	16296
953	62942	16230
954	63007	16164
955	63078	16099
956	63145	16033
957	63210	15967
958	63275	15901
959	63341	15835
960	63414	15771
961	63481	15705
962	63547	15639
963	63616	15574
964	63684	15508
965	63750	15442
966	63816	15376
967	63879	15309
968	63952	15245
969	64022	15180
970	64091	15115
971	64163	15050
972	64233	14985
973	64298	14919
974	64363	14853
975	64423	14785
976	64493	14720
977	64560	14654
978	64627	14588
979	64696	14523
980	64766	14458
981	64856	14397
982	64916	14330
983	64982	14264
984	65049	14198
985	65114	14132
986	65178	14065
987	65246	14000
988	65310	13933
989	65373	13867
990	65433	13799
991	65494	13732
992	65563	13667
993	65627	13600
994	65691	13534
995	65754	13467
996	65819	13401
997	65886	13335
998	65950	13269
999	66013	13202
1000	66079	13136
1001	66145	13070
1002	66209	13004
1003	66273	12937
1004	66343	12872
1005	66410	12806
1006	66474	12740
1007	66537	12673
1008	66606	12608
1009	66667	12541
1010	66735	12475
1011	66800	12409
1012	66870	12344
1013	66934	12278
1014	67002	12212
1015	67068	12146
1016	67135	12080
1017	67201	12014
1018	67267	11948
1019	67325	11881
1020	67412	11818
1021	67487	11754
1022	67550	11687
1023	67615	11621
1024	67680	11555
1025	67743	11488
1026	67807	11422
1027	67875	11356
1028	67945	11291
1029	68012	11225
1030	68080	11159
1031	68145	11093
1032	68207	11026
1033	68268	10959
1034	68335	10894
1035	68402	10828
1036	68468	10762
1037	68528	10695
1038	68594	10629
1039	68665	10563
1040	68731	10497
1041	68792	10431
1042	68860	10365
1043	68925	10299
1044	68991	10233
1045	69054	10166
1046	69115	10099
1047	69181	10034
1048	69249	9968
1049	69313	9901
1050	69382	9836
1051	69450	9770
1052	69520	9705
1053	69588	9639
1054	69654	9573
1055	69716	9506
1056	69787	9441
1057	69852	9375
1058	69919	9309
1059	69986	9243
1060	70054	9177
1061	70122	9111
1062	70187	9045
1063	70253	8979
1064	70318	8913
1065	70382	8847
1066	70448	8781
1067	70513	8715
1068	70582	8649
1069	70645	8583
1070	70709	8516
1071	70774	8450
1072	70835	8384
1073	70900	8317
1074	70965	8251
1075	71032	8185
1076	71098	8119
1077	71163	8053
1078	71228	7987
1079	71294	7921
1080	71364	7856
1081	71437	7790
1082	71505	7725
1083	71581	7660
1084	71648	7594
1085	71715	7528
1086	71783	7462
1087	71854	7396
1088	71929	7331
1089	71999	7266
1090	72071	7200
1091	72137	7134
1092	72206	7068
1093	72275	7002
1094	72346	6937
1095	72409	6870
1096	72476	6804
1097	72538	6738
1098	72599	6671
1099	72665	6605
1100	72731	6539
1101	72795	6473
1102	72859	6407
1103	72923	6341
1104	72988	6275
1105	73083	6211
1106	73146	6145
1107	73211	6078
1108	73279	6012
1109	73344	5946
1110	73410	5880
1111	73481	5815
1112	73546	5748
1113	73610	5682
1114	73678	5616
1115	73734	5549
1116	73797	5483
1117	73861	5417
1118	73923	5351
1119	73988	5284
1120	74057	5219
1121	74123	5152
1122	74193	5087
1123	74262	5021
1124	74329	4955
1125	74391	4888
1126	74453	4822
1127	74513	4756
1128	74578	4690
1129	74644	4623
1130	74706	4557
1131	74771	4491
1132	74837	4425
1133	74898	4359
1134	74967	4293
1135	75034	4227
1136	75103	4161
1137	75178	4095
1138	75246	4029
1139	75319	3964
1140	75391	3898
1141	75463	3832
1142	75532	3766
1143	75603	3700
1144	75670	3634
1145	75737	3568
1146	75808	3502
1147	75875	3436
1148	75943	3370
1149	76008	3304
1150	76080	3238
1151	76150	3172
1152	76224	3107
1153	76298	3041
1154	76367	2975
1155	76438	2909
1156	76513	2843
1157	76585	2777
1158	76655	2711
1159	76720	2645
1160	76790	2579
1161	76858	2513
1162	76922	2447
1163	76986	2381
1164	77051	2314
1165	77115	2248
1166	77174	2182
1167	77237	2116
1168	77301	2049
1169	77366	1983
1170	77430	1917
1171	77497	1851
1172	77563	1785
1173	77629	1719
1174	77694	1653
1175	77760	1586
1176	77822	1520
1177	77889	1454
1178	77954	1388
1179	78018	1322
1180	78079	1256
1181	78143	1189
1182	78204	1123
1183	78267	1057
1184	78333	991
1185	78394	925
1186	78459	859
1187	78525	793
1188	78592	727
1189	78654	660
1190	78721	594
1191	78786	528
1192	78874	462
1193	78968	396
1194	79030	330
1195	79096	264
1196	79158	198
1197	79223	132
1198	79290	66
1199	79356	0
