iter	Accuracy	Logloss
883	0.9719407407	0.08659014612
884	0.9718814815	0.08653661953
885	0.9719111111	0.08648975866
886	0.9719407407	0.08644417908
887	0.9719407407	0.08644416835
888	0.9719407407	0.08637073265
889	0.9720296296	0.08628637544
890	0.9720888889	0.08625521944
891	0.9720888889	0.08617121028
892	0.9720296296	0.08609083977
893	0.9720888889	0.08604714947
894	0.9721777778	0.08598502335
895	0.972237037	0.08592964836
896	0.9722962963	0.08588677658
897	0.9722666667	0.08586973157
898	0.9722666667	0.08580781613
899	0.9722962963	0.08574842112
900	0.9722666667	0.08570735498
901	0.9722666667	0.08566798809
902	0.972237037	0.08565525785
903	0.9722962963	0.0855924776
904	0.9724444444	0.08555599129
905	0.9724444444	0.08555223316
906	0.9723555556	0.08548137588
907	0.9724148148	0.08543549949
908	0.9723851852	0.08541380326
909	0.9724148148	0.08541062373
910	0.9723851852	0.0853852306
911	0.9724444444	0.08532386098
912	0.9724444444	0.08528072002
913	0.9724740741	0.08524793553
914	0.9725333333	0.08518553643
915	0.9726518519	0.08510986642
916	0.9727111111	0.08507890867
917	0.9727111111	0.08500524403
918	0.9727407407	0.08495247579
919	0.9727407407	0.08491317223
920	0.9728	0.08483687218
921	0.9728296296	0.08476747028
922	0.9728296296	0.08474926668
923	0.9728296296	0.084673494
924	0.9728592593	0.08463772658
925	0.9728296296	0.08458167387
926	0.9728888889	0.08453238138
927	0.9728592593	0.0845119284
928	0.9729777778	0.08445746851
929	0.9730074074	0.0843766101
930	0.9730962963	0.08434728811
931	0.9730962963	0.08434133262
932	0.9730962963	0.08428329222
933	0.973037037	0.0842428231
934	0.9730074074	0.08422795693
935	0.9730962963	0.0840972666
936	0.9731259259	0.08409052214
937	0.9731259259	0.08407803836
938	0.9731555556	0.08402351296
939	0.9731259259	0.08396243795
940	0.9731555556	0.08393759522
941	0.9731555556	0.0838673221
942	0.9731555556	0.08381831405
943	0.9731555556	0.08380376409
944	0.9731851852	0.08375769158
945	0.9732148148	0.08372060296
946	0.9732740741	0.08367885864
947	0.9732740741	0.08358598886
948	0.9732740741	0.08355167826
949	0.9733037037	0.08350531975
950	0.973362963	0.08348781165
951	0.9734222222	0.08336528892
952	0.9734222222	0.08331914541
953	0.9734518519	0.08325716523
954	0.9734222222	0.08321025217
955	0.9734814815	0.08317107033
956	0.9734518519	0.08307318963
957	0.9734814815	0.0830445081
958	0.9734222222	0.0830059068
959	0.9734222222	0.08293340097
960	0.9736	0.08281211664
961	0.9735111111	0.08276802479
962	0.9735111111	0.08271031739
963	0.9735703704	0.08268029055
964	0.9737185185	0.08259106313
965	0.9737481481	0.08253884021
966	0.9737777778	0.0824823011
967	0.9737777778	0.08242855104
968	0.973837037	0.0823957632
969	0.9739259259	0.08232642806
970	0.9737481481	0.08225637148
971	0.9738074074	0.08215071315
972	0.9738962963	0.08210745212
973	0.9738962963	0.08207205964
974	0.9739259259	0.08203114934
975	0.9740148148	0.08198187274
976	0.9740740741	0.0819227184
977	0.9741037037	0.08186699419
978	0.9741333333	0.08178200119
979	0.974162963	0.08173013473
980	0.9742518519	0.08168113151
981	0.9741333333	0.08162557679
982	0.974162963	0.08157190817
983	0.974162963	0.08152456417
984	0.9741333333	0.08147825749
985	0.9741333333	0.08146633797
986	0.9742518519	0.08140872357
987	0.9743111111	0.08133340169
988	0.9743111111	0.08130800247
989	0.9745185185	0.08121678676
990	0.9744888889	0.08114425325
991	0.9745185185	0.08113445259
992	0.9744888889	0.08111168661
993	0.9745185185	0.08097100899
994	0.974637037	0.08090793573
995	0.974637037	0.08085089628
996	0.9746666667	0.08080954809
997	0.9747259259	0.08072041232
998	0.9748740741	0.08066489992
999	0.9747851852	0.08062688725
1000	0.9748148148	0.08059039812
1001	0.9748444444	0.08052827076
1002	0.9749037037	0.08049954489
1003	0.974962963	0.08049740685
1004	0.9749333333	0.08048084938
1005	0.9750222222	0.08044922934
1006	0.9749333333	0.08040047888
1007	0.9749925926	0.08033388539
1008	0.9751111111	0.08026183283
1009	0.9751407407	0.08021320809
1010	0.9752888889	0.08017065065
1011	0.9752592593	0.08016335042
1012	0.9752296296	0.08010567205
1013	0.9752888889	0.08009043081
1014	0.9753185185	0.08003036869
1015	0.9752592593	0.07999888699
1016	0.9753481481	0.07993386576
1017	0.9753777778	0.07987070677
1018	0.9753185185	0.07981663572
1019	0.9754074074	0.07974063093
1020	0.9753777778	0.07970876
1021	0.9753481481	0.07964815964
1022	0.9754962963	0.079555414
1023	0.9754074074	0.07952818067
1024	0.9754962963	0.079430944
1025	0.9755259259	0.07940940246
1026	0.9755259259	0.0793529079
1027	0.9755851852	0.07926915468
1028	0.9755851852	0.07918644402
1029	0.9756444444	0.07913417148
1030	0.9757037037	0.07907399493
1031	0.9756740741	0.07903060052
1032	0.975762963	0.07897698601
1033	0.975762963	0.07894938627
1034	0.9758518519	0.07885653706
1035	0.9759407407	0.07880528025
1036	0.9760592593	0.07874601918
1037	0.9760296296	0.07870877179
1038	0.976237037	0.07861432309
1039	0.9763555556	0.07856300214
1040	0.9763555556	0.07853319049
1041	0.9764148148	0.07851711947
1042	0.9764444444	0.07846525871
1043	0.9764148148	0.07844863441
1044	0.9764148148	0.07839622105
1045	0.9764444444	0.07837160593
1046	0.9764740741	0.07832105067
1047	0.9765037037	0.07827684747
1048	0.9764148148	0.07819968226
1049	0.9764740741	0.07808608874
1050	0.9764444444	0.07804296175
1051	0.9764740741	0.07798369625
1052	0.9765333333	0.07794040919
1053	0.9765333333	0.07791102047
1054	0.976562963	0.07787565227
1055	0.976562963	0.07786201406
1056	0.976562963	0.07783638528
1057	0.9765925926	0.07781378349
1058	0.9766222222	0.07775299811
1059	0.9767703704	0.07764579833
1060	0.9767703704	0.07761081087
1061	0.9767703704	0.07755725337
1062	0.9768	0.07753408511
1063	0.9768888889	0.07749300203
1064	0.9769481481	0.0774463186
1065	0.9769481481	0.07741759272
1066	0.9770074074	0.0773810716
1067	0.9769481481	0.07730625936
1068	0.9770074074	0.07724170323
1069	0.977037037	0.07720791188
1070	0.9771851852	0.07718843883
1071	0.9771555556	0.07714919295
1072	0.9772148148	0.07712177358
1073	0.9771851852	0.07708676454
1074	0.9771851852	0.07705409773
1075	0.9771555556	0.07700378149
1076	0.9771555556	0.07694572924
1077	0.9771259259	0.07687384104
1078	0.9771259259	0.0768435463
1079	0.9770962963	0.07682026655
1080	0.9770666667	0.07674060635
1081	0.9770074074	0.07669998616
1082	0.977037037	0.07669671033
1083	0.9770962963	0.07665051474
1084	0.9771851852	0.07659088175
1085	0.9771851852	0.07654597458
1086	0.9772444444	0.07647467879
1087	0.9772740741	0.07644431235
1088	0.9773037037	0.07638724155
1089	0.977362963	0.07633913675
1090	0.9774222222	0.07625364223
1091	0.9774222222	0.07621654715
1092	0.9774222222	0.07620622465
1093	0.9773037037	0.07617602939
1094	0.977362963	0.07613480029
1095	0.9773925926	0.07609043586
1096	0.9773333333	0.07607308802
1097	0.9773333333	0.07607214994
1098	0.9772740741	0.07603398131
1099	0.9773037037	0.07599806424
1100	0.9773333333	0.07596758638
1101	0.9773333333	0.07593456981
1102	0.9773333333	0.07591088012
1103	0.9774222222	0.07585531848
1104	0.9773925926	0.07583695579
1105	0.977362963	0.07581846429
1106	0.9774222222	0.07579841827
1107	0.9773925926	0.07576527488
1108	0.9773925926	0.07573068459
1109	0.9774814815	0.07568264929
1110	0.9774518519	0.07564481058
1111	0.9775111111	0.07561615811
1112	0.9776296296	0.07557517995
1113	0.9776296296	0.07551872671
1114	0.9775703704	0.07546773281
1115	0.9775703704	0.07546030846
1116	0.9776296296	0.07542924285
1117	0.9776888889	0.07539467422
1118	0.9777185185	0.07529821511
1119	0.9777777778	0.07524247239
1120	0.9777481481	0.07517003853
1121	0.9777481481	0.07512522422
1122	0.9777777778	0.07509697872
1123	0.9777481481	0.07505207994
1124	0.9778074074	0.07500249469
1125	0.9778962963	0.07494479671
1126	0.9778074074	0.07487281367
1127	0.9779259259	0.07481110447
1128	0.9779259259	0.07476320359
1129	0.9779259259	0.07470491515
1130	0.9778962963	0.07464245383
1131	0.9779851852	0.0746090167
1132	0.9778962963	0.07452400568
1133	0.9778962963	0.07451686795
1134	0.9778962963	0.07447183996
1135	0.9778962963	0.0744297177
1136	0.9779259259	0.07440243541
1137	0.9779259259	0.07439200564
1138	0.9779555556	0.0743782382
1139	0.9780148148	0.07435553754
1140	0.9781037037	0.07428872264
1141	0.978162963	0.074211573
1142	0.978162963	0.07420561763
1143	0.9781333333	0.07415512001
1144	0.9781333333	0.07409851786
1145	0.9781333333	0.07409612874
1146	0.9782222222	0.07402982279
1147	0.9782518519	0.07400376581
1148	0.9782814815	0.07397818331
1149	0.9782518519	0.07394831942
1150	0.9782222222	0.07389207014
1151	0.9782518519	0.07382705427
1152	0.9782518519	0.07377750346
1153	0.9782814815	0.07374378954
1154	0.9783111111	0.07372199609
1155	0.9784	0.07368216266
1156	0.9783111111	0.07362267113
1157	0.9783703704	0.07357676446
1158	0.9784592593	0.07349573359
1159	0.9785185185	0.07346215594
1160	0.9784888889	0.07340683134
1161	0.9785481481	0.07338490042
1162	0.9786074074	0.07331239388
1163	0.978637037	0.07327912966
1164	0.9785777778	0.07323108126
1165	0.9785777778	0.07316219455
1166	0.9785481481	0.0731356836
1167	0.9785777778	0.07306214039
1168	0.9785777778	0.07303428983
1169	0.9786962963	0.07295147953
1170	0.9787851852	0.07291028281
1171	0.9788148148	0.07286398207
1172	0.9787555556	0.07281350347
1173	0.9788148148	0.07278842629
1174	0.9788148148	0.07274702473
1175	0.9789037037	0.07272951802
1176	0.9789037037	0.07265302768
1177	0.9788740741	0.07260627567
1178	0.9788740741	0.07256741826
1179	0.9789037037	0.07254951269
1180	0.9789333333	0.07248282129
1181	0.978962963	0.07240559922
1182	0.9789037037	0.07235013861
1183	0.978962963	0.07230595576
1184	0.9789925926	0.07223505003
1185	0.9789925926	0.07219982289
1186	0.9790518519	0.072147225
1187	0.9791111111	0.07209998806
1188	0.9791111111	0.0720813846
1189	0.9791111111	0.07205129814
1190	0.9791111111	0.07198472372
1191	0.9791111111	0.07195389588
1192	0.9791111111	0.07190822574
1193	0.9791111111	0.0718755218
1194	0.9791703704	0.07183520215
1195	0.9791111111	0.0718155678
1196	0.9791111111	0.07180509448
1197	0.9793481481	0.07174528553
1198	0.9794666667	0.07171882667
1199	0.9793777778	0.07166863982
